date,time,build,subject,trialcode,blocknum,trialnum,latency,response,correct,stimulus1,blockcode,stimulusitem2,stimulusitem3,stimulusitem4,stimulusitem5
40517,15:10:07,5.0.6.0,3,practice,1,1,21606,57,1,sample.bmp,orient1,blacksquare2.gif,pic76.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,1,7528,plus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic64.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,2,3117,plus1,0,w07.bmp,Judgeindirect,blacksquare2.gif,pic19.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,3,2161,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic39.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,4,2579,plus2,0,b11.jpg,Judgeindirect,blacksquare2.gif,pic66.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,5,3974,plus1,0,b08.bmp,Judgeindirect,blacksquare2.gif,pic46.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,6,3528,minus1,0,w05.bmp,Judgeindirect,blacksquare2.gif,pic68.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,7,1820,minus1,0,b05.bmp,Judgeindirect,blacksquare2.gif,pic31.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,8,1972,plus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic38.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,9,1231,plus2,0,b11.bmp,Judgeindirect,blacksquare2.gif,pic49.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,10,1863,plus1,0,b04.bmp,Judgeindirect,blacksquare2.gif,pic25.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,11,1413,minus2,0,w06.bmp,Judgeindirect,blacksquare2.gif,pic17.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,12,4686,minus1,0,b03.bmp,Judgeindirect,blacksquare2.gif,pic43.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,13,3476,minus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic57.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,14,1970,minus1,0,b10.jpg,Judgeindirect,blacksquare2.gif,pic63.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,15,4092,minus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic10.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,16,1770,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic67.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,17,1556,plus1,0,b01.bmp,Judgeindirect,blacksquare2.gif,pic75.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,18,2479,plus2,0,b12.bmp,Judgeindirect,blacksquare2.gif,pic20.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,19,2869,minus1,0,w09.bmp,Judgeindirect,blacksquare2.gif,pic52.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,20,1699,plus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic44.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,21,3736,plus1,0,w04.bmp,Judgeindirect,blacksquare2.gif,pic60.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,22,1396,minus2,0,b06.bmp,Judgeindirect,blacksquare2.gif,pic23.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,23,1637,minus1,0,w02.bmp,Judgeindirect,blacksquare2.gif,pic71.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,24,1269,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic18.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,25,4019,plus1,0,b10.bmp,Judgeindirect,blacksquare2.gif,pic5.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,26,1403,plus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic69.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,27,1444,minus1,0,w03.bmp,Judgeindirect,blacksquare2.gif,pic74.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,28,2595,minus1,0,b07.bmp,Judgeindirect,blacksquare2.gif,pic73.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,29,1957,plus2,0,b12.jpg,Judgeindirect,blacksquare2.gif,pic34.bmp,Mask.bmp,0
